FileName,URL,Content,Text,Note
538,https://scontent-nrt1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/183069898_754040328641306_6749839211568514448_n.jpg?_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=V6SjLoiGi6gAX9Slf7I&edm=AP_V10EBAAAA&ccb=7-4&oh=d758d34f1492a2c08407b17e96dfd3ae&oe=612A2720&_nc_sid=4f375e,"This one I did last Monday at the legendary Wiesbaden Schlachthof. Felt good to be at my hometown and painting there on these new walls @itchie79
#handstyles
#graffitiwiesbaden
#stylewriting",,
539,https://scontent-nrt1-1.cdninstagram.com/v/t51.2885-15/e35/69952743_132001394838277_2628808412724647545_n.jpg?_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=hRy5FvffWAIAX-Dh9-z&edm=AP_V10EBAAAA&ccb=7-4&oh=157da7d7f39fc5993b3de56a57703df0&oe=612A81E2&_nc_sid=4f375e,"Number „7“
.
.
.
.
.
.

#eddingmarker
#molotowmarkers
#krinkmarkers
#alphabetchallenge
#graffonetics
#pentelmarker
#number7",,
540,https://scontent-nrt1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/123941048_164907208647150_8397171043645559199_n.jpg?_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=_emiM6yzW_4AX9ddBkC&edm=AP_V10EBAAAA&ccb=7-4&oh=717e0e58a0565816345a2777fc92bf9d&oe=612A375C&_nc_sid=4f375e,"„Earth“ 🌍
Swipe 4 more 👉
#handstyles
#graffitistyle
#stylewriting
#tagginggraffiti
#calligraffiti
#handstylestagram
#graffitiletters",,
541,https://scontent-nrt1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/67520121_660586444445832_3767919723315920461_n.jpg?_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=KikuKereRAsAX-Wr1Q9&edm=AP_V10EBAAAA&ccb=7-4&oh=2e02c5c999d3890e8db6890fce33abe3&oe=612A3D41&_nc_sid=4f375e,"„Letter V“
Swipe to see some versions of this letter. .
.
.
.
#handstyles
#stylewriting
#instagraffiti
#instagraff
#instagraffiti
#handstyle
#handlettering
#calligraphy
#handstyler
#graffiti
#graffitiart
#urbanart
#tagging
#tags
#spraypaint
#sprayart
#writingmyname
#Hiphop
#marker
#chisel
#eddingmarker
#molotowmarkers
#krinkmarkers
#alphabetchallenge
#graffonetics
#pentelmarker
#letterV",V,
542,https://scontent-nrt1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/122871427_276164906992812_5304571282243735133_n.jpg?_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=PabSLxkLkd4AX9WSkkY&edm=AP_V10EBAAAA&ccb=7-4&oh=9c6a718fc9fd3c8983c7ad589d631521&oe=612AA66A&_nc_sid=4f375e,"„Mars“
Next Planet from our solar System. Guess what‘s Next?
#handstyle
#stylewriting
#graffiti
#tagging
#lettering
#handstyler
#calligraffiti
#letteringlove",,
543,https://scontent-nrt1-1.cdninstagram.com/v/t51.2885-15/e35/61695903_107219483765783_271239484013043996_n.jpg?_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=SbgrWxYKvnIAX9hIGX3&edm=AP_V10EBAAAA&ccb=7-4&oh=e6ed277e630481a71fbeaccb496b1f75&oe=612AA5FD&_nc_sid=4f375e,"Letter „L“
1 or 2?
#digitalgraffiti
#procreatehandstyles
#digitalhandstyle
#handstyles
#stylewriting
#instagraffiti
#instagraff
#instagraffiti
#handstyle
#handlettering
#calligraphy
#handstyler
#graffiti
#graffitiart
#urbanart
#tagging
#tags
#spraypaint
#sprayart
#ipadprograffiti
#digital
#writingmyname
#Hiphop
#chisel
#procreategraffiti
#alphabetchallenge
#graffonetics",,
544,https://scontent-nrt1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/135722559_201285731679716_2304445704383127193_n.jpg?_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=GwZQ4uIR2zcAX9H7k0b&edm=AP_V10EBAAAA&ccb=7-4&oh=3b0d23fade0a00950fb9be34cf721f04&oe=6129B13F&_nc_sid=4f375e,"„Lockdown“
Next one in Germany until end of January🤬
I‘m already sick of it
How is the Situation in your country?
#handstyles
#handstylers",LOCKDOWN,
545,https://scontent-nrt1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/66653919_146128669910941_2300856926445855253_n.jpg?_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=knnrcCzSesUAX8zF0Fc&edm=AP_V10EBAAAA&ccb=7-4&oh=077f083aebd6598a16a90a2032b44222&oe=612AAB43&_nc_sid=4f375e,"„Wildstyle“
Wild or simple?
.
.
.

#handstyles
#stylewriting
#instagraffiti
#instagraff
#instagraffiti
#handstyle
#handlettering
#calligraphy
#handstyler
#graffiti
#graffitiart
#urbanart
#tagging
#tags
#spraypaint
#sprayart
#writingmyname
#procreategraffiti
#digitalgraffiti
#procreate
#digitalhandstyle
#molotowmarkers
#eddingmarker
#krinkmarkers
#unipaint
#marker
#pentelmarker
#wildstyle",WiLdSTylE,
546,https://scontent-nrt1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/201499688_179315614129150_2471843776540931394_n.jpg?_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=q3YfJKSjZP0AX81b5dv&edm=AP_V10EBAAAA&ccb=7-4&oh=89b28a832c067484ccceb3dcbecf9bbe&oe=612ACD10&_nc_sid=4f375e,Writing my name @itchie79,,
547,https://scontent-nrt1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/140581715_3611161202293747_6411682037052849105_n.jpg?_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=icxH0sNMw8AAX8STSvz&edm=AP_V10EBAAAA&ccb=7-4&oh=10133709f0619237c09483cfeb2183c6&oe=612B8A83&_nc_sid=4f375e,"„Wicked“ 🤭
#handstyles
#montanamarkers
#stylewriting
#handstylers",Wicked,
548,https://scontent-nrt1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/136047735_1029057997590194_4209222899628877131_n.jpg?_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=aioGYH6GHTcAX-ZfhE4&edm=AP_V10EBAAAA&ccb=7-4&oh=b9414416a6938a61a3e4da98663530d8&oe=612A1DB5&_nc_sid=4f375e,"„Sweet Dreams“
#handstyles
#calligraffiti",SWeeT*DReAMS,/
549,https://scontent-nrt1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/64410053_668334336948016_9074637844502710945_n.jpg?_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=ogeucwGOOkoAX9nSv0T&edm=AP_V10EBAAAA&ccb=7-4&oh=8854f61d90e72f3d60f43c24b0683bda&oe=612A458F&_nc_sid=4f375e,"Letter „M“ 🕷🕸
Swipe to see more stuff.
.
.
.
.
.
.
.
#spidercans
#montanacans
#flares
#loopcolours
#handstyles
#stylewriting
#instagraffiti
#instagraff
#instagraffiti
#handstyle
#handlettering
#calligraphy
#handstyler
#graffiti
#graffitiart
#urbanart
#tagging
#tags
#spraypaint
#sprayart
#writingmyname
#Hiphop
#marker
#chisel
#eddingmarker
#molotowmarkers
#krinkmarkers
#alphabetchallenge
#graffonetics",,
550,https://scontent-nrt1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/119100293_173960324375766_6650526031628457612_n.jpg?_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=tVT9U5kF0iYAX-Z9uRj&edm=AP_V10EBAAAA&ccb=7-4&oh=d4f71adcb55eed8dbb9b84423e31051b&oe=612A85F2&_nc_sid=4f375e,"„Relax“ 🤤
Which one’s your favorite?
#relax
#holiday
#handstyles
#handletteringpractice
#handstylers
#edding
#graffitiletters",RELAX,
551,https://scontent-nrt1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/69889614_141678293716717_8053444981902040653_n.jpg?_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=q0m5z_l8FTMAX8qHQXO&edm=AP_V10EBAAAA&ccb=7-4&oh=5fec88e4f0c98fb6368aa82fb6c54526&oe=612ACD3D&_nc_sid=4f375e,"Number „1“
What‘s your favorite number?
Really hard to get some different styles of this number🥴
.
.
.
#handstyles
#stylewriting
#instagraffiti
#instagraff
#instagraffiti
#handstyle
#handlettering
#calligraphy
#handstyler
#graffiti
#graffitiart
#urbanart
#tagging
#tags
#spraypaint
#sprayart
#writingmyname
#Hiphop
#marker
#chisel
#eddingmarker
#molotowmarkers
#krinkmarkers
#alphabetchallenge
#graffonetics
#pentelmarker
#number1",1,
552,https://scontent-nrt1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/64989552_617311632113520_1649394187373094911_n.jpg?_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=wLfSAHqtAmgAX9Lf8K0&edm=AP_V10EBAAAA&ccb=7-4&oh=8af9f6f833467336a5365bfe792543c5&oe=612B2744&_nc_sid=4f375e,"#Holiday“ 🤩
Happy to have a long weekend and time for some graffiti.
.
.
.
.
.
.
.
.

#procreategraffiti
#digitalgraffiti
#procreatehandstyles
#digitalhandstyle
#handstyles
#stylewriting
#instagraffiti
#instagraff
#instagraffiti
#handstyle
#handlettering
#calligraphy
#handstyler
#graffiti
#graffitiart
#urbanart
#tagging
#tags
#spraypaint
#sprayart
#ipadprograffiti
#digital
#writingmyname
#Hiphop
#marker
#chisel
#holiday",,
553,https://scontent-nrt1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/64976962_437805953468565_742843760986934557_n.jpg?_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=nT1z9ABxFVUAX8VsYq6&edm=AP_V10EBAAAA&ccb=7-4&oh=53ea0ffeee8fca8e1bd055ea5f220bb4&oe=612AA09E&_nc_sid=4f375e,"„Future“
Swipe 4 more.
.
.
.
.

#handstyles
#stylewriting
#instagraffiti
#instagraff
#instagraffiti
#handstyle
#handlettering
#calligraphy
#handstyler
#graffiti
#graffitiart
#urbanart
#tagging
#tags
#spraypaint
#sprayart
#writingmyname
#Hiphop
#procreategraffiti
#digitalgraffiti
#procreate
#digitalhandstyle
#molotowmarkers
#eddingmarker
#krinkmarkers
#unipaint
#future",future,
554,https://scontent-nrt1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/140088186_3596479627073097_2589462535537670610_n.jpg?_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=-b5tG87CUeEAX9I4Y6A&edm=AP_V10EBAAAA&ccb=7-4&oh=f217930d4a23be40fbc55488f56b92d3&oe=612B1C22&_nc_sid=4f375e,"„Laser“ 💿
Any favorites? 🤔
#handstyles
#stylewriting
#graffitistyle",LASER,
555,https://scontent-nrt1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/145859131_277092487184394_8089831741522135027_n.jpg?_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=DTiGNkmvIWIAX-qPKd9&edm=AP_V10EBAAAA&ccb=7-4&oh=1576b53f64cd2c6afdf379c9c6a2a064&oe=612AEF0B&_nc_sid=4f375e,"„Forgive(n)“
#handstyles
#stylewriting
#graffitistyle",fORGiVeN,
556,https://scontent-nrt1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/70082115_167410794414279_5965507850038062775_n.jpg?_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=yR0Qx_mN7ZMAX_toasO&edm=AP_V10EBAAAA&ccb=7-4&oh=0edeac77b04ef4c36964e940dedcede1&oe=612AA06B&_nc_sid=4f375e,"Number „2“
.
.
.
.
#handstyles
#stylewriting
#instagraffiti
#instagraff
#instagraffiti
#handstyle
#handlettering
#calligraphy
#handstyler
#graffiti
#graffitiart
#urbanart
#tagging
#tags
#spraypaint
#sprayart
#writingmyname
#Hiphop
#marker
#chisel
#eddingmarker
#molotowmarkers
#krinkmarkers
#alphabetchallenge
#graffonetics
#pentelmarker
#number2",2,
557,https://scontent-nrt1-1.cdninstagram.com/v/t51.2885-15/e35/80890546_1226092317600808_4389179886782948129_n.jpg?_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=fUUnp8L8KQ4AX8QFgHY&edm=AP_V10EBAAAA&ccb=7-4&oh=0a88ff03230ba1454b1f55930751b653&oe=612B9614&_nc_sid=4f375e,"„Peace“
Blessed are the peacemakers .
.
.
.
#handstyle
#stylewriting
#handstyles
#digitalgraffiti
#handstylestagram
#graffiti
#calligraphy",PEACE,
558,https://scontent-nrt1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/142930738_1993373454144102_3700946424118229837_n.jpg?_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=NF6Fa4kADhwAX8pcNCe&edm=AP_V10EBAAAA&ccb=7-4&oh=6d06b1e086b259b0c6481c28a84fd9d6&oe=612A17A1&_nc_sid=4f375e,"„Throw up“
🔴 or ⚫️
#handstyles
#throwups
#stylewriters
#graffitistyle",,
559,https://scontent-nrt1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/120179543_1271011309902797_2805738461029595134_n.jpg?_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=pXQ8JTFjBbEAX9vHHBK&edm=AP_V10EBAAAA&ccb=7-4&oh=7717015cf1498c7b11fa7f7d7d51d10e&oe=6129C947&_nc_sid=4f375e,"„September“
Any favorites?
#handstyles
#handstylers",SePTemBeR,
560,https://scontent-nrt1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/141854596_2714413418808321_6410447454975976031_n.jpg?_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=ZJw7-Hi-8QYAX_KSkK5&tn=Y8oC8EvgCif-cvKC&edm=AP_V10EBAAAA&ccb=7-4&oh=06abbc89010404459747a4032629c67f&oe=612A94CD&_nc_sid=4f375e,"„Salvation“ ✨
Swipe 4 more
#handstyles
#edding1255
#stylewriting
#graffitiletters
#tagging",SALVATtioN,
561,https://scontent-nrt1-1.cdninstagram.com/v/t51.2885-15/e35/52848285_2773832786174218_8942405321553389995_n.jpg?_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=qSduLeu9u3EAX8zYtgC&edm=AP_V10EBAAAA&ccb=7-4&oh=17b1b4e5e41bd4d12256042f898369e2&oe=612A7F60&_nc_sid=4f375e,"Letter „A“ for @graffonetics
Which one is your favorite?
#graffonetics
#procreategraffiti
#digitalgraffiti
#procreatehandstyles
#digitalhandstyle
#handstyles
#stylewriting
#instagraffiti
#instagraff
#instagraffiti
#handstyle
#handlettering
#calligraphy
#handstyler
#graffiti
#graffitiart
#urbanart
#tagging
#tags
#spraypaint
#sprayart
#ipadprograffiti
#digital
#writingmyname
#alphabetchallenge",A,
562,https://scontent-nrt1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/121290368_2686797104893599_7072625843559481100_n.jpg?_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=ZpRAF0D7-NwAX9ZIPDd&tn=Y8oC8EvgCif-cvKC&edm=AP_V10EBAAAA&ccb=7-4&oh=26978e462483d4f6d5fb2fa09915d417&oe=612AED87&_nc_sid=4f375e,"„Eternity“ 💫
Which One‘s your favorite?
#handstyles
#handstylers
#stylewriting
#handlettering
#tagging
#graffitistyle
#graffiti",,
563,https://scontent-nrt1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/182050059_272798864558563_3352760035643667705_n.jpg?_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=HBfx1SWmrVwAX_UlewF&edm=AP_V10EBAAAA&ccb=7-4&oh=7199ae9360b8a93c156d9c4ea160080c&oe=6129C4A1&_nc_sid=4f375e,"This one I did last Monday at the legendary Wiesbaden Schlachthof. Felt good to be at my hometown and painting there on these new walls @itchie79
#handstyles
#graffitiwiesbaden
#stylewriting",,
564,https://scontent-nrt1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/60924234_340844896613046_2895566696898169964_n.jpg?_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=OkmDgVQyKCkAX-5mPsx&edm=AP_V10EBAAAA&ccb=7-4&oh=458611cd6b9156ccf43f306a319349cc&oe=612A9B24&_nc_sid=4f375e,"„Atomic“
Which one‘s ur favorite?
#handstyles
#stylewriting
#instagraffiti
#instagraff
#instagraffiti
#handstyle
#handlettering
#calligraphy
#handstyler
#graffiti
#graffitiart
#urbanart
#tagging
#tags
#spraypaint
#sprayart
#writingmyname
#Hiphop
#procreategraffiti
#digitalgraffiti
#procreate
#digitalhandstyle",ATOMiC,
565,https://scontent-nrt1-1.cdninstagram.com/v/t51.2885-15/e35/46737408_349565345597991_5127632630123036174_n.jpg?_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=cNNNCcGh9DYAX_d8hFv&edm=AP_V10EBAAAA&ccb=7-4&oh=f8dcfa58aecb6f0145e1d2e4c8108db7&oe=612ACB81&_nc_sid=4f375e,"„Forever“

#procreategraffiti
#digitalgraffiti
#procreatehandstyles
#digitalhandstyle
#handstyles
#stylewriting
#instagraffiti
#instagraff
#instagraffiti
#handstyle
#handlettering
#calligraphy
#handstyler
#graffiti
#graffitiart
#urbanart
#tagging
#tags
#spraypaint
#sprayart
#ipadprograffiti
#digital
#writingmyname",FOREVER,
566,https://scontent-nrt1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/65884726_358026954883821_7024073278001586924_n.jpg?_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=OFf9_2pqgQwAX_sLqb2&edm=AP_V10EBAAAA&ccb=7-4&oh=7571e951b7e15defe67e611cd6b4c3f9&oe=612A6996&_nc_sid=4f375e,"„Letter O“
Which is your favorite? .
.
.
.
.
.
.
#spidercans
#montanacans
#flares
#loopcolours
#handstyles
#stylewriting
#instagraffiti
#instagraff
#instagraffiti
#handstyle
#handlettering
#calligraphy
#handstyler
#graffiti
#graffitiart
#urbanart
#tagging
#tags
#spraypaint
#sprayart
#writingmyname
#Hiphop
#marker
#chisel
#eddingmarker
#molotowmarkers
#krinkmarkers
#alphabetchallenge
#graffonetics
#pentelmarker",,
567,https://scontent-nrt1-1.cdninstagram.com/v/t51.2885-15/e35/46263740_126421295031754_8647593530735517062_n.jpg?_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=lgkkkfqMfxMAX_02J_d&edm=AP_V10EBAAAA&ccb=7-4&oh=5cca26879507dc2dd1fcd5ae0e3855eb&oe=612ADC4D&_nc_sid=4f375e,„Work“,WORK,
568,https://scontent-nrt1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/120144275_806544799885691_395393168984764806_n.jpg?_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=EeutxHkpqZMAX-oB0u0&edm=AP_V10EBAAAA&ccb=7-4&oh=becbeac4b9e750e91836a7ffcf2d609a&oe=612AA166&_nc_sid=4f375e,"„Resist“ ✊
Swipe for the second version 👉1 or 2?
#handstyles
#handstyler
#silvermarker
#resist
#graffitiletters
#letteringcommunity
#stylewriting
#stylewriter
#stylewritingresist",,
569,https://scontent-nrt1-1.cdninstagram.com/v/t51.2885-15/e35/49906903_310478782909714_2603613596665066289_n.jpg?_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=0I_BUp7BqrMAX9Rrr9t&edm=AP_V10EBAAAA&ccb=7-4&oh=e0e734bd824ed4c07b0f171614d1ed2a&oe=612A784D&_nc_sid=4f375e,"„Swing“ - swipe to see more.
Which one do you like the most?

#procreategraffiti
#digitalgraffiti
#procreatehandstyles
#digitalhandstyle
#handstyles
#stylewriting
#instagraffiti
#instagraff
#instagraffiti
#handstyle
#handlettering
#calligraphy
#handstyler
#graffiti
#graffitiart
#urbanart
#tagging
#tags
#spraypaint
#sprayart
#ipadprograffiti
#digital
#writingmyname
#Swing",SWiNG,
570,https://scontent-nrt1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/67487678_2465093760219235_6561714184182614401_n.jpg?_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=Zqlh4taQlmYAX9OyL5t&tn=Y8oC8EvgCif-cvKC&edm=AP_V10EBAAAA&ccb=7-4&oh=2f501a043e6a2b85d7eadbfb5d0b04b0&oe=612ACCE1&_nc_sid=4f375e,"„Streetlove“
For @streetlovemagazine
Which is your fav?
Write down in the comments 👇👇👇
.
.
.

#handstyles
#stylewriting
#instagraffiti
#instagraff
#instagraffiti
#handstyle
#handlettering
#calligraphy
#handstyler
#graffiti
#graffitiart
#urbanart
#tagging
#tags
#spraypaint
#sprayart
#writingmyname
#procreategraffiti
#digitalgraffiti
#procreate
#digitalhandstyle
#molotowmarkers
#eddingmarker
#krinkmarkers
#unipaint
#marker
#pentelmarker
#streetlovemagazine
#streetlove",STREETLOVE,
571,https://scontent-nrt1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/62089862_1182768625236880_8350151390733647000_n.jpg?_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=7vkldpCfQSQAX802swA&edm=AP_V10EBAAAA&ccb=7-4&oh=862610bc013598ad97f18c605be56415&oe=6129F555&_nc_sid=4f375e,"„Dreaming“
👉swipe 4 more
Some „real“ and some digital tags
#eddingmarker
#procreategraffiti
#digitalgraffiti
#procreatehandstyles
#digitalhandstyle
#handstyles
#stylewriting
#instagraffiti
#instagraff
#instagraffiti
#handstyle
#handlettering
#calligraphy
#handstyler
#graffiti
#graffitiart
#urbanart
#tagging
#tags
#spraypaint
#sprayart
#ipadprograffiti
#digital
#writingmyname
#Hiphop
#marker
#chisel",DReAMiNG,
572,https://scontent-nrt1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/178329558_205749357756434_4334888204350439148_n.jpg?_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=ty4OG3iegJ4AX9GcJZg&edm=AP_V10EBAAAA&ccb=7-4&oh=d2c08658821c97f32fa01e7a74f382e0&oe=612B74CB&_nc_sid=4f375e,"Crew🖤
@itchie79
#handstyles
#colognegraffiti
#graffitiköln
#loopcolors",,
573,https://scontent-nrt1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/128212313_397736001376863_8184286234290882615_n.jpg?_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=szHa-xHB1VMAX_6GSIa&edm=AP_V10EBAAAA&ccb=7-4&oh=7511cd6392050e5ae979b864726d62cc&oe=612A23D6&_nc_sid=4f375e,"„November“
Which one is your favorite version?
#handstyles
#letteringpractice
#tagginggraffiti
#handstylers
#stylewriting
#graffitistyle",,
574,https://scontent-nrt1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/117806690_337632487552560_589325601863515305_n.jpg?_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=Qpf5eqNJvHwAX9Uoffm&edm=AP_V10EBAAAA&ccb=7-4&oh=efd721d24273996878fbaef471efa49f&oe=612A8DB0&_nc_sid=4f375e,"„August“
Best month in the year. Best weather ☀️🍻😎
What’s your favorite month?
#handstyles
#stylewriting
#graffitiart
#lettering
#calligraphylettering
#tagging",AuGUST,
575,https://scontent-nrt1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/103870283_950624468708815_4199932828626511553_n.jpg?_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=5IErTv0Cio0AX_JnOvF&edm=AP_V10EBAAAA&ccb=7-4&oh=a14de36ebbd685cb32fc36e806700b1f&oe=6129FF8E&_nc_sid=4f375e,"„Hardcore“
Some digital versions. Swipe to see more. What’s your favorite?
#stylewriting
#handstyles
#procreategraffiti
#digitallettering
#digitalgraffiti
#stylewritinghardcore
#handstyle",HARDCORE,
576,https://scontent-nrt1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/84111982_118053376251354_7380139586725280441_n.jpg?_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=LDApRqF5qGoAX9xsWFq&edm=AP_V10EBAAAA&ccb=7-4&oh=a0edf5de1c56aa48501020ec83f46591&oe=612A3870&_nc_sid=4f375e,"Exchange with @opake_lwi
Check his stuff ✌️
#exchange
#handstyles
#Handstyle
#stylewriting
#Graffiti",,
577,https://scontent-nrt1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/75448846_181490473019051_3778525690747672324_n.jpg?_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=HJxqK7tqSJwAX8ik2DA&tn=Y8oC8EvgCif-cvKC&edm=AP_V10EBAAAA&ccb=7-4&oh=89c91b1768a1ff4d89cb578bfb29164e&oe=612AF6BC&_nc_sid=4f375e,„Okay“ 👌,OKAY,
578,https://scontent-nrt1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/122509386_271389057548642_352408896236202035_n.jpg?_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=zHYzxyplLIIAX-2s4qq&edm=AP_V10EBAAAA&ccb=7-4&oh=99c7354ed9694ae344f5a90bcd0655cd&oe=612AC28F&_nc_sid=4f375e,"„Venus“
Swipe 4 more variations
Any favorites?
#handstyles
#handstyle
#stylewriting
#tagging
#graffitistyles
#handstylestagram",VeNUS,
579,https://scontent-nrt1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/66492491_129031814981604_6498018332756814168_n.jpg?_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=HzgqQvTI7LkAX8huWbl&edm=AP_V10EBAAAA&ccb=7-4&oh=47687da2dd92599704a20ce245903662&oe=6129E687&_nc_sid=4f375e,"„Burner“
Swipe 4 more.
.
.
.
.

#handstyles
#stylewriting
#instagraffiti
#instagraff
#instagraffiti
#handstyle
#handlettering
#calligraphy
#handstyler
#graffiti
#graffitiart
#urbanart
#tagging
#tags
#spraypaint
#sprayart
#writingmyname
#Hiphop
#procreategraffiti
#digitalgraffiti
#procreate
#digitalhandstyle
#molotowmarkers
#eddingmarker
#burner",BuRNeR,
580,https://scontent-nrt1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/136389859_439235417213094_84353720905718760_n.jpg?_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=9jrsnaSNGPwAX_7R0yA&edm=AP_V10EBAAAA&ccb=7-4&oh=143e1eab402b2c6123725889bc71cd4a&oe=612AE9B7&_nc_sid=4f375e,"„Champion“
Which one is your favorite?
Digital styles done with #procreate
#handstyles
#handstylers",CHAMPiON,
